year,ebi,entropy,top3_concentration,spectral_gap,episode,Bank credit_var,Bank credit_ar1,Housing starts_var,Housing starts_ar1,Credit spread_var,Credit spread_ar1,Consumer credit_var,Consumer credit_ar1,Fed funds rate_var,Fed funds rate_ar1
2010,3.046602998323053,3.6387416374750985,0.1627317073170731,0.1391488539910628,calm_post_gfc_recovery,12744.387970361044,0.0038665995768497013,3439.5727657004704,0.0321042220217115,0.18142075330226456,0.10854807773458225,103621771.83101065,0.03285738206542196,0.038384163647343025,0.5527099078913597
2011,3.1203345734520913,3.6646198073988328,0.1485243388271368,0.1808609315360025,calm_post_gfc_recovery,6443.567464820793,0.03166779419669895,2805.5976751207613,-0.3922332956243409,0.005876178607805257,0.5279991456582563,635113641.7667778,0.08868096284967276,0.00041434178743962683,0.23980326574226743
2012,3.0133976260468627,3.61976499961007,0.1675156739811912,0.130793479206448,calm_post_gfc_recovery,2122.187827778484,0.40499669813136197,3076.186141304337,-0.6043826246285643,0.003091540865682788,0.512559339445214,491689885.60222906,-0.10319444101978147,0.00031337560386474734,0.21112289824023855
2013,2.951966916008105,3.577105738211665,0.17476106885118,0.1867837759527022,calm_post_gfc_recovery,641.3964503801122,0.17964457298027203,5293.5653683574765,-0.6243321444079893,0.0018370795348196958,0.4619094881000187,32507344.49835268,-0.2562276889193352,0.00030750301932368397,0.07332571385253663
2014,2.959674424513325,3.629544761528996,0.1845604286564794,0.1588611819869442,calm_post_gfc_recovery,676.1136547280981,0.44752098030896653,8679.165157004818,-0.43123620265408685,0.0004961868278399981,0.15142522238974607,18907657.80590858,0.062067330925698376,0.00021538345410629327,-0.09544199410770561
