year,ebi,entropy,top3_concentration,spectral_gap
2002,2.7457252101698133,3.5406491671532465,0.22451361867704278,0.007874015748031482
2003,2.928857283313434,3.582926169396512,0.18255159474671667,0.0052631578947368585
2004,2.88903404357392,3.5960977751358403,0.1966197183098591,0.008510638297872353
2005,3.003391659756221,3.663552527638282,0.18019691621772246,0.007751937984496138
2006,2.9120061499333345,3.6390296289247517,0.19978498476975454,0.008064516129032251
2007,2.893572159658158,3.6196568946049377,0.20059490611637854,0.00519031141868509
2008,2.930439848382951,3.60531696020484,0.18718939812258423,0.006849315068493178
2009,2.8808152295285976,3.5929191137360736,0.19819646968534152,0.002915451895043719
