year,ebi,entropy,top3_concentration,spectral_gap,episode,Bank credit_var,Bank credit_ar1,Housing starts_var,Housing starts_ar1,Credit spread_var,Credit spread_ar1,Consumer credit_var,Consumer credit_ar1,Fed funds rate_var,Fed funds rate_ar1
2015,2.9635029670708803,3.632751607604968,0.1842263696568332,0.1389013657605279,calm_pre_covid_expansion,717.8419325213122,0.5908794809370267,11120.426781400956,-0.38622632570374343,0.0002831304430172197,-0.1308493544056779,81942861.36432146,-0.023462945556886966,0.00018239734299518132,-0.21573471766792487
2016,2.964404437867971,3.582964062137143,0.1726390813700257,0.1248906382869202,calm_pre_covid_expansion,353.2672941661311,0.3515035092270336,12126.40881642511,-0.5335502278639063,0.001256309397407144,-0.20119545118812668,726907764.1348704,0.03059087509074544,0.0011152626811594298,0.4539313964332565
2017,3.07079637910921,3.643317737926181,0.1571428571428571,0.1830101667287695,calm_pre_covid_expansion,658.1282341772636,0.5292156196808602,10944.620923913033,-0.6796644301848085,0.002974287706288012,0.0561913745630186,655610601.699273,0.04029095583230781,0.0027453955314009695,0.35374599357438813
2018,3.0755531960336873,3.6768004891338544,0.1635245901639344,0.2173009996127785,calm_pre_covid_expansion,569.169256068655,0.2519283634176974,8116.98596014492,-0.5883340829600091,0.004985959737097609,0.13299826759310132,17019464.507073097,0.06521015473275114,0.0038533816425120725,0.0667214105584298
2019,3.131034235614105,3.672541826458625,0.1474476306691071,0.1919328540644903,calm_pre_covid_expansion,761.3142683555826,0.3675210781704825,6136.9133454106195,-0.44510762522571357,0.006058405570785275,0.25421738091378876,22451184.37797934,-0.18926357607240077,0.008079076086956521,0.07718613602434109
