year,ebi,entropy,top3_concentration,spectral_gap,housing_var,housing_ar1,credit_var,credit_ar1,ecoecon_risk_score,crisis,gnn_crisis_prob
2002,2.7457252101698133,3.5406491671532465,0.2245136186770427,0.0078740157480314,6479.420440821257,-0.2890670404813394,0.4156859437445381,0.1618458344558054,0.4020220903246858,0,1.0
2003,2.928857283313434,3.582926169396512,0.1825515947467166,0.0052631578947368,11764.27490942029,-0.3797899578062649,0.4475034549674879,0.2914497253856551,0.3474509392002773,0,0.2541973888874054
2004,2.88903404357392,3.5960977751358403,0.1966197183098591,0.0085106382978723,12947.261322463768,-0.3539920789652397,0.2526125434457857,0.1980340099688812,0.2793714088497803,0,1.0
2005,3.003391659756221,3.663552527638282,0.1801969162177224,0.0077519379844961,21026.862922705302,-0.4510636190179835,0.0961058257627895,0.1595388958268141,0.2241702817613185,0,0.056751549243927
2006,2.9120061499333345,3.639029628924752,0.1997849847697545,0.0080645161290322,25323.497735507233,-0.5088300220862312,0.074329008385351,0.2342301807110991,0.2869701559599397,0,0.024774208664894104
2007,2.893572159658158,3.6196568946049377,0.2005949061163785,0.005190311418685,16876.719957729456,-0.4957830478702488,0.0728170634065707,0.3173509348873889,0.329014712897788,0,1.0
2008,2.930439848382951,3.60531696020484,0.1871893981225842,0.0068493150684931,9350.13722826086,-0.4864012763812157,0.6212522313726502,0.3265247493200028,0.2056296277783661,1,0.14304625988006592
2009,2.8808152295285976,3.5929191137360736,0.1981964696853415,0.0029154518950437,5098.449879227043,-0.2059713385101813,3.420458011511633,0.3461776473187008,0.6951434930115088,1,0.3343731462955475
